Emotion,Text
anger,lot pumpkin pie cans kitchen pie yet deal    
joy,10 minutes till da willard kitchen graced presence
joy,DISLIKE GOLD DAYS DISLIKE PURPLE DAYS
surprise,  True fooled real people Cale Glendening father children I… woman
surprise,walk shower towel n theres boys gettin elevator #caughtoffguard lol
fear,Cloud asked lotza personal questions re: myself avoiding upgrades awhile 2this #CylonTakeover #fb
joy,Metal Gear Rising Bayonetta devs Yes please
fear,day met you told fall know you know was
anger,Oh shit cant solve base
fear,People concerned healthiness diet way life 
joy,Got letter   afternoon Brightened day taking final THANK
neutral,regrets 
joy,walked 86 yr old man bathroom thing
fear,much Im afraid Im starting feel
sadness,  going waste away time work OpTic videos
surprise,Happy birthday   love you
anger,5 stages Grief: F*ck NBC f*cking hiatus worst #savecommunity
sadness,quot  nigeria passed antigay bill begunquot
surprise,Im hungry tonight   know food theme
disgust,  hope lost rogue employers able sack reason 2 yrs Shame you
sadness,learned dad cancer knew going hospital tests mom told picked weekend CAL home
fear,Hahaa RT   Chelsea reject meeting teams near futureGod forbid
joy,look like happy woman 
surprise,waiting sexy GF   come home Hope likes surprise
joy,  Lls followed meso followed backI dont pay girl Mind ltThat better
fear,gain confidence experience stop look face~ E Roosevelt
sadness,know bad know dude leave heart beat stripper gave chance
sadness,Guy cared went Canada live
surprise,confused water bottle car frozen wasnt took sip vodka
anger,messages constant today socalled progressive WH #sheparty #waronwomen
joy, delighted   said Betty 
fear,basketball shower beer runbreak on #weallfloatdownhere
neutral,pair jeans like best 
sadness,God think heart it
surprise,  ah pinklt3 im thinking darker hair purple )
joy,RT:   words: Gossip Girl Monday//     :D
fear,    times parents amp counselors involved are late
anger,wat feel wen rite child baby mama try different
fear,Accountants inevitably greeted court s finding disquiet 
joy,Sounds good 
joy,Sharting great expectations today
surprise,Lord help all Baby Boy comin BET
sadness,Im sorry  rock price 
anger,bitch stealing coat wanted topshop seeing wearing it
joy,night consist Big Bang Theory Illinois vs Maryland Duke vs Ohio State off Victoria Secret Fashion
sadness,felt lonely writing family
joy,calling inform were happy  Welcome aboard  Im sure friend given lot information school motto  ways teaching  etc 
joy,Im currently salivating  5 days   opens  mere 300m door #wontmissmetro
fear,movements mean nothing police raid middle night amp try censor press process
fear, telling concerned soul   mocked 
disgust,room ranks amp think roommates food bed
joy,Feels like inside train bogie turned CST train station
disgust,obbz offer shot return lap dance
joy,Oh yeah final speech tomorrow plus days Mrs Greiner #sarcastictweet
joy,3000 words later im finally done wake early tomorrow practice 7 minute speech
joy,Im noticing pattern understand
sadness,Atleast got glimpse nice weather
fear,gonna hurt 
sadness,finally class time snuggle bed :(
joy,cant explainquotgive thatquot #MAILImusic #KirkFranklin
joy,Walking beach friend (another girl) talking picking shells laughing chasing seagulls
joy, ve seen finished copy m delighted encouraged Susan write   said Mrs Major 
sadness,  super easy hang it O/ thing quality turn great
joy,till like 12 30 tryna revise test period Super tired=wake late=no breakfast=late colly=miss test anyways
sadness,  Anong subject yan dear Wala pang ngayong week noh
joy,Hahah course Id forget key ones home
anger,Ashers begging Christmas tree Halloween Husband says hes buying one WTF
joy,half 2 morning cant sleep
surprise,RT follow   WIN 5 special collector items giving away Twitter friends #RT #WIN
joy,great day time turn await new day tomorrow
sadness,Im sitting around randomly shout quotGod dammit Kurt WHYquot
surprise,Miller considered alcohol days Lol quitting drinking 1 taking forever finish Lame party
joy,agree 
neutral,Thank 
fear,biggest prison live in people think Change thoughts change life
fear,close relative died car accident people corpse it going afraid time seeing corpse
joy,cant wait awkward situation period #sarcasm
joy,nice day friendsBeautiful wednesday friends twitter
joy,feel like Smith scene Pursuit Happyness hes crying amp walking
joy,quotLifes better share others especially know fulfillmentquot
joy,  Thanks hor :) need well then Im done DONE piano rest life YIPPEEEEE :B
joy,night homework ahead
anger,Im single fact stole heart
joy,  grandchildren bring joy love spending time :))
anger,boyfriend breaking 7 months abortion fact ignoring continued so
sadness,cant find remote dont wanna watch channel :(
surprise,Wait mall open 10pm tonight
joy,able sleep know new assignment pay wrong month
sadness,miserable 
surprise,Thank God acceleration Amazon package expected arrive month arrived 12 days only
surprise,COOKN DJs amp MUSIC LOVERS TOO I QUESTION DAY
sadness,saw dead child covered knocked car
joy,Aticle published
fear,Lord light amp salvationWhom shall fear option #Fearless
surprise,Ure Dummy u knw thatRTquot  Hahaha RT   RapeThey suprise SexReally Ya neh 0oquot
joy,meeting 2011 TOMORROW Caldwell Hall Rm 302 7 PM shirts food legend himself BOB FURNAD
neutral,Yes   Teenagers want live traditional lives  want  fun  explore world  want develop view life  Parents usually try discourage  ’ succeed 
joy,watch health safety videos work
sadness,Im sad right now God works mysterious ways sense right gods plans
sadness,want flash mob perform
neutral,Yes 
fear,“  Cant wait watch Factor #tomorrowat8”ftw
surprise,found brand new yoga thong normal underwear #winning #yogathongmostcomfortablethongintheworld
anger,  stern ousted ridiculous Lockout turn fan beyond worse IMO
joy,im hot af time open window amp let cooler air need callin night cause early morning
fear,watching Gshore series1 day wanted loadsa tan on hit club pull lads life
joy,Well well great Mom left money train today cant Uni
anger,  problem whipping people headphones #cranky
joy,time  m elated vices   said Mr Tyson 
sadness,  Im cool kid like screen shots
surprise,Bought Christmas crackers time Whats them usually
fear,dear pls watch game tonight amp stare @ Caps players like time u froze food staring #NHL
anger,Fucking Barber swear GOD
anger,noon time actually got sorted  annoyance lady Public Relations company hired 
joy,Look mountains  Theyre reflecting pink 
neutral,promise 
anger,Indignant suggestions Prime Minister replaced Jaguar Rover  Nigel Lawson draw comfort fact wanted man City 
sadness,wish relax things trust me
sadness,Let  Oh  awfully sorry sir 
sadness,Staying late watch Half Blood Prince Dumbledore dead #abcfamily #harrypotter
joy,severity situation doesn’t change status–He God  
fear,afraid tomorrow seen yesterday love today #less
joy,Thats favorite 
fear,Wasnt old pac died ima sure im   does cuz list goes things showed us
joy,Oh ohhhhh Found chocolate HobNobs stashed room
surprise,waking early homework thing work out
joy,time sit ass practice
fear,gain confidence experience stop look face~ E Roosevelt
neutral,Thank 
surprise,Rocastle got page long interview expressing puzzlement Wilko keeping team 
sadness,phone inactive dont   s tweets check twitter :/
surprise,Mrs Syms s astonishment appearance comical 
surprise,looked hide astonishment 
joy,shall angels charge you ways hands shall bear upPs 91:11
sadness,learned SILs grandmother died yesterday 103 #longevity
surprise,“    Alltså detta kommer kanske som en liten chock men: jag har faktiskt också haft sex” FYI  jag med
joy,Dan Wood SSRadio Deep amp Soulful #house
sadness,aint gone got worked glum mood   
sadness,north MasonDixon line #missingthesouth
anger,great day sepanjang perjalanan ke office diem dieman oke jabanin sampe kapan bisa diemin gue 
fear,Ive told thousand times  want Haunted HouseIt  scary 
neutral,
joy,love paint nails smudge
anger,necessary organise competition connection celebration present event turned audience pretended intelligent come got furious
fear,feel nervous 
anger,When week school teacher sent note home saying son inattentive unable lessons
joy,unexpected sum money
sadness,Leaving beach breaks heart
anger,Damn 
joy,watching entertainment program clever amusing sketch
joy,happened finally confirmed stood university MA exams days official results declared clerk brought results unofficially expecting results confirmation allowed legitimately feel happy success
joy,world 80 days + dove = sunday afternoon
neutral,think find possibility romance second meeting  socalled love sight 
sadness,wow dont think life suck butthole #smh
fear,problems vary intensity parents concerned wean  parents  neglecting underfeeding children 
joy,Let long hours studying begin
joy,hot dates tonight Dropping clothes laundry room hit gymthen library
joy,world upside down coming coming around coming let down
fear,Confronted outside party nasty character  gesturing car meanacting friends  felt danger
joy,Listening old preppies discussing bridge club
neutral,
fear,quotThe Cloudquot asked lotza personal questions re: myself avoiding upgrades awhile 2this #CylonTakeover #fb
fear,Ray Shepherd s voice quiet ignored son s mounting horror 
joy,christmas music playing mall putting good mood
fear,woke night find fire spreading bed rooms frightened realized faced death
fear,agitated 
joy,stopped working (had boring job)
joy,A7la shay lama 5ala9t debate 7ag history:)
fear,given wristwatch girl days girl gave wristwatch
joy,Timmys green tea 30 papers mark
surprise,Saw night hell LOL hit quick uturn room
fear,end life symptoms/not eating sleeping alot/is Mas life ending
surprise,im gonna hold celebration Fielder signing Seattle official Remember hype Cliff Lee
